INCOME,AGE_IN_YEARS,HAS_CHILDREN,RENTER,OWNER,GOOD_CREDIT,COLLEGE_DEGREE,AVG_DIST_FROM_HOME,MILLENIAL,DISTANCE_FROM_HOME,TRAVELER,TIME_OF_DAY
80372.18548,55.45300222,0,0,0,1,0,4.48,0,3,0,14
17500.0008,79.970684,0,0,1,1,0,0.67,0,4,0,14
42500.0031,57.560937,0,0,1,0,0,1.56,0,7,0,7
42500.0098,35.979684,1,0,1,0,0,17.5,0,24,0,11
17500.0059,95.811513,1,0,1,1,0,9.87,0,2,0,17
62500.0072,54.479479,1,0,1,1,0,56.16,0,44,0,14
70000.0012,46.388606,1,0,1,1,0,51.84,0,582,1,13
70000.0078,94.228197,1,0,1,1,1,28.53,0,34,0,6
125000.0001,72.72563,0,0,1,1,1,10.84,0,109,1,11
125000.009,62.815297,0,0,1,1,1,3.5,0,1,0,18
62500.0016,50.054988,1,0,1,1,0,51.66,0,11,0,18
22500.0095,65.567337,1,0,1,0,0,6.95,0,6,0,13
57500.0035,55.893986,1,0,1,0,1,40.17,0,23,0,12
42500.005,88.645657,0,0,1,1,0,2.09,0,7,0,11
62500.0078,57.39589,0,0,1,1,1,18.24,0,43,0,17
37500.0005,65.38859,0,0,1,0,0,3.37,0,9,0,8
42500.0063,87.477895,1,0,1,1,0,10.68,0,9,0,9
125000.002,85.056073,1,0,1,1,1,24.75,0,34,0,13
32500.0045,64.226266,0,1,0,0,1,0.39,0,8,0,11
80372.17768,55.44520222,0,0,0,1,0,5.2,0,4,0,18
37500.006,69.563837,1,0,1,1,0,9.78,0,3,0,13
62500.0021,36.308739,1,0,1,0,0,30.06,0,38,0,7
62500.0077,61.228781,1,0,1,1,0,16.83,0,32,0,15
12500.0087,55.45270222,0,0,1,0,0,5.58,0,7,0,15
125000.0038,48.896339,0,0,1,1,0,16.65,0,30,0,9
47500.0046,68.973799,1,0,1,1,0,11.58,0,3,0,19
87500.0084,68.73393,1,0,1,0,1,32.76,0,19,0,10
22500.0052,55.44920222,0,1,0,0,1,0,0,8,0,7
87500.0015,64.894039,0,0,1,1,1,1.6,0,5,0,12
32500.0047,76.311339,0,0,1,0,0,2.13,0,1,0,13
12500.0057,81.059773,0,0,1,1,1,0.33,0,3,0,17
42500.0031,58.141361,1,0,1,0,0,9.54,0,9,0,13
42500.0068,58.145061,0,0,1,1,0,9.27,0,147,1,12
52500.0035,83.056204,0,0,1,1,0,0.71,0,7,0,6
37500.0006,73.306555,1,0,1,1,0,6.32,0,9,0,10
125000.0056,54.31087,1,0,1,1,0,62.64,0,7,0,18
5000.003,55.44700222,1,0,1,0,0,23.3,0,27,0,9
32500.0026,55.44660222,1,0,1,1,1,16.6,0,20,0,10
250000.0077,88.481348,0,0,1,1,1,16.95,0,30,0,17
37500.0057,86.477979,0,0,1,1,0,1.36,0,1,0,15
80372.18408,55.45160222,0,0,0,1,0,16.96,0,5,0,12
125000.0046,67.728077,1,0,0,1,0,49.65,0,39,0,15
5000.0085,55.45250222,0,0,0,1,0,6.16,0,2,0,12
22500.0067,55.45070222,0,0,0,0,0,6.84,0,8,0,18
70000.0037,63.560168,1,0,1,1,0,16.38,0,43,0,8
87500.0087,57.648673,1,0,1,1,0,18,0,40,0,10
62500.0037,55.44770222,0,0,0,1,0,21.68,0,29,0,17
42500.0082,77.733046,0,0,1,1,0,3.06,0,7,0,7
17500.0032,101.309155,0,0,1,0,0,1.02,0,2,0,8
47500.0097,49.063773,1,1,0,1,1,7.02,0,8,0,8
70000.0002,74.30547,1,0,1,1,1,18.83,0,11,0,12
70000.0067,55.45070222,1,0,1,1,0,33.48,0,1,0,11
80372.18218,55.44970222,0,0,0,1,0,4.32,0,1,0,6
87500.0038,81.561637,1,0,1,1,0,33,0,24,0,15
250000.0077,62.97553,0,0,1,1,1,23.45,0,26,0,6
70000.0014,80.308039,0,0,1,1,0,3.38,0,6,0,18
42500.0074,66.564553,1,0,0,1,1,11.06,0,4,0,10
225000.0009,56.222666,1,0,1,1,1,56.52,0,38,0,9
62500.0088,73.733646,0,0,1,1,1,6.24,0,7,0,18
70000.0045,64.393275,0,0,1,1,0,10.14,0,2,0,7
70000.0018,83.473395,0,0,1,1,1,2.02,0,7,0,12
52500.0044,80.226166,0,0,0,0,0,0.24,0,4,0,11
37500.0044,75.057104,0,0,1,1,0,1.02,0,6,0,16
62500.0084,55.45240222,1,0,1,1,0,20.3,0,38,0,7
42500.0036,43.308186,0,0,1,0,1,15.18,0,8,0,9
70000.0088,55.45280222,1,0,1,1,1,7.56,0,5,0,15
32500.0067,61.975215,0,0,0,0,0,1.1,0,8,0,9
27500.0064,82.226797,1,0,1,1,0,9.69,0,3,0,19
87500.0028,64.476448,1,0,1,1,0,34.58,0,165,1,12
47500.001,75.138577,1,0,1,1,0,5.52,0,9,0,12
17500.0059,80.479548,0,0,0,0,0,1.56,0,7,0,8
125000.0032,68.561722,1,0,1,1,1,34.05,0,41,0,19
27500.0018,48.14143,1,0,0,1,0,11.99,0,6,0,9
17500.0081,55.45210222,1,1,0,1,0,17.08,0,36,0,7
87500.0042,63.560668,1,0,1,1,1,0.75,0,2,0,17
57500.0002,86.472479,0,0,1,1,1,1.56,0,6,0,19
125000.0051,52.974299,1,0,1,1,0,38.16,0,39,0,15
42500.0044,59.308986,1,0,1,0,0,19.53,0,30,0,15
12500.0024,59.306986,0,0,1,0,0,0.32,0,7,0,19
17500.0009,97.38899,0,0,1,1,0,0.51,0,9,0,12
17500.0002,81.38829,1,0,1,0,0,2.4,0,4,0,18
12500.0024,86.30767,0,0,0,0,0,1.17,0,8,0,12
47500.009,86.97683,0,0,1,1,0,1.83,0,7,0,10
47500.0054,58.477679,1,0,1,1,0,27.99,0,24,0,12
57500.0035,58.475779,1,0,0,1,1,42.64,0,33,0,9
70000.0019,55.44590222,0,0,1,1,0,16.59,0,33,0,16
250000.0055,63.975384,0,0,1,1,0,4.14,0,1,0,9
12500.0099,86.063288,0,0,1,0,1,1.66,0,9,0,11
87500.0061,72.564622,0,0,0,1,0,6.12,0,313,1,15
42500.0044,86.142661,1,0,1,1,0,6.28,0,7,0,14
17500.0001,57.139046,1,0,1,1,0,6.51,0,7,0,13
80372.17838,55.44590222,0,0,0,1,0,15.1,0,8,0,18
80372.17928,55.44680222,0,0,0,0,0,0.5,0,7,0,17
70000.005,58.225397,1,0,1,1,0,40.6,0,28,0,16
37500.004,70.89517,0,0,1,1,0,2.45,0,2,0,16
125000.0091,51.978984,1,0,1,1,1,55.44,0,32,0,14
80372.17678,55.44430222,0,0,0,0,0,2.52,0,6,0,9
27500.0073,63.394021,1,1,0,1,0,14.35,0,8,0,17
125000.0057,56.394475,1,0,1,1,0,13.86,0,5,0,19
125000.002,59.807613,1,0,1,1,1,20.16,0,5,0,16
12500.0028,55.972684,1,0,1,0,0,23.94,0,31,0,12
62500.0034,55.140977,1,0,1,1,0,16.56,0,36,0,14
87500.008,66.647288,0,0,1,1,0,17.92,0,26,0,17
27500.0012,80.474848,0,0,0,1,0,1.6,0,7,0,11
250000.0001,57.724946,0,0,1,1,0,25.44,0,1,0,17
57500.0027,55.44670222,1,0,1,1,0,27.72,0,44,0,15
42500.0096,45.148546,1,0,1,0,0,36.72,0,16,0,10
70000.0035,55.44750222,0,0,1,1,0,3.52,0,3,0,17
22500.0042,64.477848,0,0,1,1,0,2.26,0,9,0,14
27500.0099,68.316539,0,0,1,1,0,3.43,0,9,0,7
225000.0047,56.059457,0,0,0,1,0,9.18,0,1,0,10
42500.0022,87.221913,1,0,1,1,1,9.08,0,2,0,12
42500.0021,77.970615,1,0,1,1,1,3.64,0,2,0,6
52500.0074,62.813697,1,0,1,1,0,23.38,0,42,0,8
17500.0065,89.479464,0,0,1,1,0,1.61,0,3,0,10
37500.0018,77.222881,1,0,1,1,0,1.52,0,6,0,16
47500.0097,54.063088,1,0,0,1,0,48.78,0,40,0,12
62500.0085,55.45250222,1,0,1,0,0,34.86,0,18,0,15
47500.0075,60.815166,0,0,0,0,0,6.52,0,7,0,18
22500.0087,55.45270222,0,0,1,0,0,1.54,0,8,0,10
32500.0075,45.732346,0,0,1,1,1,5.4,0,9,0,7
37500.0001,78.472379,1,0,1,1,0,1.34,0,8,0,9
42500.0005,64.559022,1,0,1,1,0,9.54,0,6,0,8
47500.0041,75.973984,0,0,1,1,0,1.19,0,9,0,12
87500.0058,64.14543,0,0,0,1,0,15.48,0,1,0,19
12500.0002,55.44420222,1,1,0,0,0,31.32,0,44,0,13
52500.0007,40.893239,1,0,1,1,1,16.65,0,24,0,7
57500.0061,55.45010222,1,0,1,1,0,39.96,0,20,0,13
125000.0069,72.480548,1,0,1,1,1,21.6,0,23,0,18
22500.0033,72.72883,1,0,1,0,0,8.01,0,9,0,7
62500.0014,78.473679,0,0,1,1,1,4.54,0,9,0,10
37500.0041,55.141677,1,0,1,0,0,30.38,0,27,0,16
70000.0068,55.45080222,0,0,0,0,0,22.88,0,42,0,13
22500.0069,62.646188,0,0,1,0,0,1.42,0,6,0,12
125000.0081,48.977299,1,0,1,1,1,59.94,0,21,0,16
12500.0006,75.472195,0,0,1,1,0,3.05,0,4,0,11
125000.0031,87.972984,1,0,1,1,0,32.64,0,40,0,18
57500.0072,42.89837,0,1,0,1,1,8.55,0,574,1,19
42500.0044,65.896255,0,0,1,1,0,0.44,0,6,0,12
87500.0033,55.44730222,0,0,0,1,0,1.08,0,9,0,9
57500.0009,55.44490222,1,0,1,1,1,16.74,0,38,0,9
52500.0055,97.974015,0,0,1,1,0,1.96,0,7,0,17
17500.0076,103.479195,1,0,1,1,0,9.06,0,2,0,15
87500.004,69.561837,1,0,1,1,1,34.2,0,26,0,15
57500.0085,37.900355,1,0,1,1,1,41.94,0,43,0,19
27500.0061,55.45010222,1,0,1,1,0,38.28,0,21,0,8
32500.0099,55.45390222,0,0,1,0,0,1.14,0,7,0,16
80372.18118,55.44870222,0,0,0,1,0,12.65,0,5,0,10
22500.0007,55.970584,1,1,0,1,1,21.07,0,31,0,12
22500.0067,75.059404,0,0,1,0,0,0.43,0,9,0,14
42500.0007,73.473664,0,0,1,1,0,3.3,0,7,0,17
87500.0071,62.564253,0,0,1,1,0,20.16,0,26,0,11
125000.0096,93.315555,0,0,1,1,0,2.35,0,6,0,6
37500.0048,71.810413,0,0,0,1,0,0.76,0,6,0,18
17500.007,68.565522,0,0,1,1,0,0.36,0,7,0,10
22500.0003,58.639588,1,1,0,0,0,21.49,0,24,0,9
62500.0014,49.641373,1,0,1,1,1,23.94,0,15,0,12
87500.006,52.479648,0,0,1,0,1,44.7,0,33,0,11
52500.0097,57.734546,1,0,0,1,0,1.17,0,7,0,18
27500.0059,55.225613,1,1,0,1,0,27.72,0,18,0,14
80372.18268,55.45020222,0,0,0,0,0,4.44,0,3,0,6
27500.0076,86.731762,1,0,1,1,1,2.79,0,1,0,18
32500.0056,55.44960222,1,0,1,1,0,0.77,0,8,0,13
62500.0028,53.727646,1,0,1,1,0,29.88,0,37,0,6
87500.0032,55.44720222,1,0,1,1,1,59.94,0,7,0,11
52500.0019,57.970415,1,0,0,0,1,13.2,0,8,0,8
80372.17718,55.44470222,0,0,0,1,0,5.9,0,6,0,9
80372.17698,55.44450222,0,0,0,1,0,9.6,0,5,0,17
22500.0068,66.563953,0,0,1,0,0,1.82,0,568,1,18
87500.0086,67.228313,1,0,1,1,0,45.9,0,25,0,15
32500.0016,56.056357,1,0,1,0,0,16.24,0,22,0,12
5000.0096,56.14923,0,1,0,0,0,6.04,0,9,0,9
5000.009,71.480595,0,0,1,0,0,2.62,0,9,0,15
47500.0003,61.807282,1,0,0,1,0,11.4,0,6,0,11
80372.18598,55.45350222,0,0,0,1,0,14.4,0,2,0,17
42500.0067,68.73223,1,0,1,1,1,18.66,0,10,0,12
47500.0065,54.144761,0,0,1,1,0,20.4,0,29,0,7
62500.0027,55.44670222,1,0,1,1,1,30.96,0,34,0,9
5000.0015,52.560022,1,0,1,0,0,22,0,10,0,7
27500.0055,82.225897,0,0,1,0,0,0.67,0,4,0,8
70000.0015,40.72703,1,0,1,0,1,17.1,0,20,0,7
80372.17658,55.44410222,0,0,0,0,0,13.05,0,4,0,14
62500.0049,67.476495,1,0,1,1,1,26.82,0,28,0,18
250000.0007,62.30597,0,0,1,1,1,12.84,0,1,0,10
87500.0018,52.475448,1,0,1,1,0,27.18,0,40,0,10
52500.0018,89.222881,0,0,1,0,1,0.24,0,6,0,13
87500.0051,62.562253,0,0,1,1,0,4.08,0,3,0,6
87500.005,90.811297,0,0,0,1,1,5.84,0,141,1,19
27500.0028,74.056188,0,0,1,0,0,2.43,0,9,0,17
5000.0096,78.815897,0,0,0,0,0,0.63,0,6,0,8
22500.0098,79.481395,0,0,1,0,1,2.62,0,2,0,10
62500.0052,56.645857,1,1,0,1,0,32.06,0,33,0,18
70000.0021,56.560622,1,0,1,1,0,28.86,0,26,0,17
5000.0073,93.480264,0,0,0,1,1,1.59,0,8,0,19
17500.0073,83.563768,0,0,1,1,1,2.19,0,8,0,14
87500.0006,58.472879,0,0,1,0,0,12.39,0,5,0,7
47500.0071,55.45110222,0,0,0,1,0,19.32,0,18,0,13
12500.0097,55.45370222,1,0,1,1,0,14.56,0,8,0,11
80372.17828,61.559637,0,1,0,1,1,6.48,0,529,1,10
12500.0033,99.056004,0,0,0,0,0,1.2,0,2,0,13
12500.007,85.061073,1,0,1,0,0,2.43,0,8,0,12
32500.0002,85.306155,1,0,1,1,1,5.56,0,2,0,7
80372.18148,66.392406,1,0,0,1,0,28.56,0,106,1,15
5000.0073,75.144877,0,0,1,0,1,2.84,0,1,0,9
80372.18508,55.45260222,0,0,0,1,0,7.2,0,2,0,8
80372.17848,65.056073,0,0,1,1,0,0.2,0,524,1,13
125000.0055,65.897355,1,0,1,1,1,43.35,0,31,0,15
22500.0021,62.30737,0,0,0,0,0,0.94,0,8,0,7
80372.18188,55.44940222,0,0,0,0,0,12.96,0,5,0,17
57500.0095,80.316139,0,0,1,1,1,4.24,0,7,0,8
87500.0011,54.558253,1,0,1,1,1,15.84,0,7,0,18
42500.0038,68.562322,0,0,1,1,0,4.2,0,6,0,16
5000.004,65.810982,0,0,1,0,0,2.67,0,1,0,18
52500.0052,80.478848,1,0,1,0,1,3.2,0,9,0,7
80372.17898,55.44650222,0,0,0,0,0,9.3,0,2,0,9
125000.0059,68.479548,0,0,1,1,1,17.28,0,26,0,17
32500.0066,56.899139,1,0,1,0,0,7.28,0,437,1,11
42500.0066,71.144177,0,0,1,1,0,0.33,0,9,0,17
5000.0043,56.896839,1,0,1,0,0,2.66,0,8,0,13
87500.0098,55.45380222,1,0,1,1,0,60.66,0,4,0,14
87500.0056,51.058304,1,1,0,1,0,18.18,0,43,0,13
37500.0017,78.89287,0,0,1,1,0,0.02,0,3,0,10
80372.18338,62.394306,0,0,1,1,0,16.08,0,30,0,13
87500.009,61.314955,0,0,1,1,0,22.96,0,19,0,14
37500.0086,92.397375,0,0,1,1,0,2.71,0,2,0,15
37500.0011,80.970299,0,0,1,1,1,2.03,0,9,0,19
57500.0091,38.481379,1,0,1,1,1,27.36,0,37,0,9
125000.004,55.223713,0,0,1,1,0,14.28,0,5,0,15
12500.0064,97.060473,0,0,1,0,0,1.5,0,1,0,16
87500.0029,75.307486,1,0,1,1,0,20.6,0,42,0,9
27500.0085,75.480095,1,0,1,1,0,9.18,0,1,0,10
80372.17658,55.44410222,0,0,0,1,0,20.16,0,2,0,11
22500.0065,67.896986,1,0,1,0,0,10.04,0,8,0,6
87500.0073,65.228381,1,0,1,1,0,46.95,0,29,0,14
47500.0002,80.969399,0,0,1,0,1,3.22,0,8,0,15
87500.0078,93.061873,1,0,1,1,0,39.26,0,40,0,8
32500.004,64.310639,1,0,1,0,0,1.76,0,8,0,8
27500.0061,92.646757,0,0,0,1,0,0.75,0,4,0,16
80372.17868,55.44620222,0,0,0,1,0,2,0,8,0,14
80372.17708,55.44460222,0,0,0,1,0,9.3,0,8,0,13
57500.0074,59.977284,0,0,1,1,1,19.44,0,38,0,18
17500.0097,76.73523,0,0,0,1,1,3.25,0,9,0,10
5000.0072,73.814182,0,1,0,1,0,2.63,0,9,0,15
37500.0047,55.142277,1,0,1,1,0,29.96,0,19,0,14
27500.0064,55.45040222,1,0,1,1,1,37.84,0,30,0,6
27500.0025,87.222213,1,0,0,1,0,2.68,0,5,0,17
37500.0056,55.44960222,1,0,0,1,0,33.74,0,33,0,9
32500.0083,71.228013,0,0,1,0,0,2.56,0,6,0,14
27500.002,39.139577,0,0,0,1,1,3.81,0,7,0,12
22500.0062,67.225913,0,0,1,0,0,3.06,0,7,0,8
62500.006,64.060757,1,0,1,1,0,26.01,0,538,1,7
125000.0094,63.815013,0,0,1,1,0,2.03,0,2,0,19
125000.0039,48.973099,1,0,1,1,0,34.92,0,41,0,10
52500.0006,54.388006,1,0,1,1,1,18.2,0,16,0,9
42500.0035,69.561337,1,0,1,1,0,1.98,0,7,0,13
125000.0069,54.227297,1,0,0,1,0,62.1,0,28,0,18
42500.007,93.061073,0,0,1,0,1,1.93,0,3,0,15
27500.0048,88.14443,0,0,1,1,1,2.15,0,4,0,6
32500.0074,45.39549,0,0,0,0,0,13.75,0,9,0,9
37500.0087,89.147646,0,0,1,1,0,1.47,0,2,0,17
47500.001,98.89217,1,0,0,1,1,0.4,0,9,0,7
5000.0028,95.726277,0,0,0,0,0,0.27,0,9,0,17
32500.0077,55.45170222,1,0,1,0,0,20.16,0,20,0,7
80372.18498,75.395221,1,0,0,1,0,16.72,0,40,0,18
87500.0092,93.649173,0,0,1,1,0,7.15,0,6,0,17
47500.0004,55.44440222,1,0,0,1,0,33.93,0,32,0,11
250000.002,59.892486,0,0,1,1,0,5.92,0,1,0,14
70000.0002,80.640857,1,0,1,1,0,12.81,0,8,0,16
80372.18048,55.44800222,0,0,0,1,0,2.2,0,1,0,8
80372.18288,55.45040222,0,0,0,1,0,29.76,0,5,0,6
70000.006,55.45000222,1,0,1,1,0,37.8,0,3,0,10
87500.0096,85.816582,1,0,1,1,0,25.48,0,20,0,14
52500.004,41.058073,1,0,1,1,0,25.8,0,31,0,16
52500.0016,56.14123,1,1,0,1,0,23.76,0,33,0,13
62500.0094,45.734246,1,0,1,1,1,25.2,0,28,0,14
57500.0099,55.45390222,0,0,0,1,0,20.34,0,17,0,12
62500.0058,42.226197,1,0,1,1,0,16.56,0,18,0,18
70000.0008,55.44480222,0,0,0,1,0,22.05,0,36,0,14
62500.0053,56.563822,0,0,1,1,0,0.35,0,2,0,8
62500.0075,78.227897,0,0,1,1,0,1,0,8,0,17
52500.0099,78.230297,0,0,1,1,0,3.2,0,8,0,14
52500.0052,58.392606,1,0,1,1,0,22.95,0,39,0,15
5000.0035,78.390906,0,1,0,0,0,1.96,0,7,0,9
80372.17748,55.639604,0,0,1,1,0,6.44,0,5,0,17
32500.0005,66.806797,1,1,0,0,0,11.12,0,8,0,8
37500.0092,67.395921,0,1,0,1,1,0.98,0,9,0,6
37500.0075,69.39559,1,0,1,1,0,1.82,0,9,0,10
22500.008,94.565153,0,1,0,0,0,2.72,0,9,0,11
62500.0094,55.45340222,1,0,1,1,0,28.56,0,26,0,7
17500.0009,84.222666,0,0,1,1,0,0.15,0,7,0,7
80372.18348,55.45100222,0,0,1,1,0,33.36,0,2,0,9
70000.0033,76.895839,0,0,1,1,1,1.38,0,477,1,7
12500.0042,55.44820222,1,0,1,0,0,25.08,0,38,0,8
47500.0074,36.648057,1,0,1,1,1,19.18,0,37,0,8
125000.0091,66.90027,0,0,1,1,1,22.89,0,38,0,15
22500.007,55.45100222,1,0,0,0,1,36.96,0,27,0,11
125000.0007,51.220413,1,0,1,1,0,35.82,0,18,0,11
80372.18268,52.646857,0,0,0,1,1,42,0,30,0,14
37500.0099,66.31517,0,0,1,1,1,5.66,0,8,0,13
42500.0058,55.44980222,1,0,1,0,0,33.04,0,32,0,16
57500.0034,48.14303,0,0,1,1,1,16.56,0,16,0,12
22500.0014,70.807697,0,0,1,0,0,1.26,0,9,0,18
225000.0028,65.39089,0,0,1,1,1,7.38,0,4,0,14
17500.0032,68.476848,1,0,1,1,0,6.28,0,6,0,10
22500.0074,80.565922,0,0,1,0,1,2.18,0,7,0,13
37500.0061,82.144361,0,1,0,1,0,2.7,0,4,0,14
5000.004,77.728846,0,1,0,0,0,2.56,0,5,0,7
22500.002,55.306586,1,0,1,0,0,16.8,0,18,0,16
17500.0008,90.054188,0,1,0,0,0,2.08,0,7,0,7
37500.0002,58.30547,0,0,1,1,0,1.94,0,5,0,15
5000.0053,50.811597,0,1,0,0,0,11.36,0,7,0,7
70000.0055,79.561968,1,0,1,1,0,19.53,0,37,0,14
80372.17738,50.30617,0,0,0,1,0,23.98,0,19,0,12
62500.0022,55.221913,1,0,1,1,0,62.1,0,20,0,15
125000.0059,60.564422,0,0,1,1,0,20.58,0,21,0,10
80372.18438,55.45190222,0,0,0,1,0,4.56,0,1,0,15
125000.0066,51.226313,1,0,1,1,0,4.86,0,589,1,14
125000.0066,60.647257,0,0,1,1,1,11.04,0,2,0,17
17500.0012,76.808866,1,0,1,1,0,2.04,0,2,0,16
32500.0001,56.807766,0,0,0,1,0,3.84,0,8,0,7
37500.002,101.474964,0,0,0,1,0,2.22,0,9,0,7
250000.002,55.44600222,0,0,0,1,0,3.12,0,5,0,8
57500.0065,90.393906,0,0,1,1,0,3.84,0,333,1,9
62500.0071,75.144677,0,0,1,1,0,0.38,0,9,0,6
32500.0014,62.473679,1,0,1,1,0,2.72,0,5,0,12
80372.17818,55.44570222,0,0,0,1,0,28.4,0,33,0,13
80372.18028,55.44780222,0,0,0,1,0,19.2,0,35,0,15
87500.0043,61.058373,1,0,1,1,1,21.75,0,40,0,6
57500.0056,54.31087,1,0,1,1,0,57.78,0,43,0,18
27500.0055,60.898039,1,0,1,1,0,10.56,0,7,0,10
22500.0064,55.45040222,1,0,1,0,0,16.83,0,40,0,10
17500.0035,47.141077,1,1,0,1,0,16.56,0,41,0,8
70000.0006,54.806897,1,0,1,0,0,33.84,0,31,0,16
70000.0069,67.897386,1,0,1,1,1,17.4,0,29,0,15
37500.0067,55.45070222,1,0,1,1,1,33.74,0,36,0,11
80372.17738,55.44490222,0,0,1,1,1,15.8,0,6,0,13
125000.0011,93.474064,1,0,1,1,0,35.53,0,32,0,6
27500.0008,74.807097,1,0,1,1,0,6.7,0,2,0,11
125000.0006,55.44460222,0,0,0,1,0,3.77,0,1,0,10
27500.0003,78.724462,0,0,1,1,1,0.2,0,7,0,14
5000.009,55.45300222,1,0,1,0,1,0,0,9,0,11
125000.0098,55.45380222,0,1,0,1,0,24.48,0,1,0,7
17500.003,70.727162,1,0,1,1,0,2.9,0,7,0,17
32500.0044,65.729246,1,0,1,0,1,5.32,0,6,0,15
47500.0087,60.230466,1,0,1,1,0,19.95,0,26,0,12
125000.0047,52.645357,1,0,1,1,1,17.28,0,29,0,17
57500.0054,73.059473,0,0,1,1,0,1.52,0,7,0,12
87500.0093,49.567137,1,0,1,1,1,21.24,0,25,0,10
5000.0045,89.477464,1,0,1,0,0,4.44,0,6,0,12
87500.0052,61.059273,1,0,1,1,1,20.4,0,25,0,6
125000.0086,62.146861,1,0,1,1,0,42.48,0,43,0,14
22500.0054,55.44940222,1,0,0,1,0,29.15,0,37,0,19
87500.0046,63.810213,0,0,1,1,0,5.1,0,5,0,17
47500.0035,55.44750222,1,0,1,1,0,8.06,0,9,0,7
27500.0062,94.645488,0,0,1,1,1,1.1,0,7,0,9
62500.0011,55.639704,0,0,1,1,1,16.55,0,38,0,16
37500.0048,57.896655,1,0,0,1,1,29.43,0,38,0,18
17500.0001,81.306055,0,1,0,1,1,1.06,0,6,0,9
47500.0087,67.978584,1,0,1,1,1,14.35,0,584,1,14
37500.008,96.062757,0,0,1,1,0,0.71,0,5,0,15
62500.0089,61.900755,0,0,1,1,0,1.77,0,6,0,14
47500.0037,55.44770222,1,0,1,1,0,45.11,0,19,0,10
5000.0084,59.312986,1,0,1,1,0,4.62,0,9,0,6
37500.0025,62.97033,1,0,0,1,0,20.16,0,9,0,16
250000.0091,56.14873,1,0,1,1,0,40.68,0,38,0,19
57500.0028,62.475079,1,0,1,1,0,29.79,0,22,0,15
70000.0032,55.44720222,0,0,1,1,0,0,0,9,0,12
32500.0042,60.562722,1,0,1,0,0,12.48,0,6,0,13
250000.0079,54.565053,1,0,1,1,1,30.42,0,6,0,14
32500.0013,82.640588,1,0,1,0,0,6.6,0,7,0,18
80372.17738,55.44490222,0,0,0,1,0,8.2,0,1,0,12
80372.18158,57.144046,0,0,0,1,1,14.42,0,5,0,16
12500.0098,72.231566,0,1,0,0,1,2.15,0,4,0,7
22500.0021,79.221813,0,0,1,0,0,3.12,0,6,0,11
17500.0067,73.813682,0,0,1,1,0,2.38,0,8,0,19
125000.0033,73.309255,0,0,1,1,1,3.36,0,459,1,8
70000.0084,61.229481,1,0,1,1,1,42.64,0,1,0,11
70000.0024,55.44640222,0,0,0,1,0,20.93,0,41,0,8
87500.0066,81.564437,1,0,1,0,0,17.52,0,44,0,18
47500.0033,66.390706,1,0,1,1,0,5.04,0,584,1,11
22500.0052,55.44920222,0,0,1,0,0,7.59,0,9,0,10
27500.0088,87.061504,0,0,1,1,1,1.29,0,8,0,15
37500.0074,51.311986,1,0,1,1,0,39.96,0,10,0,12
47500.0018,72.809466,1,0,1,1,1,6.12,0,7,0,8
12500.0016,90.558753,1,0,1,0,0,3.3,0,8,0,16
5000.0002,67.805813,1,0,0,1,0,4.16,0,518,1,9
62500.0064,54.563553,0,0,1,1,1,24.66,0,38,0,17
87500.0036,53.224681,1,0,1,1,1,41.04,0,27,0,10
80372.18558,67.814713,0,1,0,1,0,3.66,0,144,1,15
62500.0014,83.891886,0,0,1,1,1,6.56,0,7,0,8
70000.0063,55.45030222,0,0,0,1,0,14.41,0,4,0,19
42500.0036,50.642888,0,0,0,0,0,14.52,0,9,0,9
37500.0096,88.568122,0,0,1,1,1,1.84,0,1,0,7
70000.0012,55.44520222,1,0,1,1,0,60.66,0,30,0,13
37500.0019,78.474179,0,0,1,1,1,0.11,0,9,0,10
62500.0022,35.388921,1,0,0,1,0,52.02,0,28,0,16
12500.0091,97.39719,0,0,1,0,0,0.29,0,6,0,14
80372.17708,55.44460222,0,0,0,1,0,11.5,0,1,0,16
70000.0018,40.475448,1,0,1,1,0,45.18,0,28,0,6
32500.0059,71.562368,0,0,1,0,1,1.5,0,7,0,14
52500.0068,65.060873,1,0,0,1,0,15.12,0,9,0,10
125000.0027,68.643357,1,0,1,1,1,48,0,31,0,12
70000.0097,65.315655,1,0,1,1,0,8.71,0,3,0,12
32500.0023,56.057057,1,0,1,1,0,23.52,0,41,0,18
87500.001,56.055757,0,0,1,1,0,11.48,0,3,0,14
87500.0056,68.813266,0,0,1,1,0,19.62,0,27,0,17
17500.0065,87.896986,0,0,0,1,0,2.16,0,2,0,18
87500.0096,69.649573,1,0,1,1,0,21.6,0,30,0,17
32500.0034,53.39149,1,0,1,1,0,1.08,0,7,0,10
87500.0024,89.970915,1,0,1,1,1,28.2,0,20,0,11
27500.0011,93.474064,0,0,1,1,0,1.47,0,7,0,17
125000.0074,61.228481,0,0,1,0,0,11.97,0,4,0,6
80372.18048,77.39209,1,0,0,1,0,23.76,0,42,0,12
52500.0017,55.44570222,0,1,0,0,0,4.5,0,255,1,9
70000.0062,55.45020222,1,0,1,1,0,12.06,0,2,0,13
70000.0009,75.387621,0,0,1,1,1,2.1,0,8,0,17
37500.0035,55.44750222,0,0,1,1,0,12.85,0,9,0,10
27500.0047,94.476979,0,0,1,1,0,1.01,0,2,0,17
87500.0032,55.44720222,1,0,1,1,0,6.3,0,5,0,8
